query,product_id,url,relevance_score
skincare for sun damage,122,https://incidecoder.com/products/nydg-ultra-light-hydra-gel,4
skincare for sun damage,19,https://incidecoder.com/products/drunk-elephant-a-passioni-retinol-cream,4
skincare for sun damage,1,https://incidecoder.com/products/caudalie-vineactiv-glow-activating-anti-wrinkle-serum,4
skincare for sun damage,2,https://incidecoder.com/products/paulas-choice-resist-perfectly-balanced-foaming-cleanser,3
skincare for sun damage,4,https://incidecoder.com/products/hada-labo-gokujyun-premium-hyaluronic-acid-lotion,3
skincare for sun damage,5,https://incidecoder.com/products/niod-multi-molecular-hyaluronic-complex-2-mmhc2,3
skincare for sun damage,6,https://incidecoder.com/products/the-ordinary-ascorbyl-glucoside-solution-12,3
skincare for sun damage,7,https://incidecoder.com/products/skinceuticals-resveratrol-b-e,3
skincare for sun damage,8,https://incidecoder.com/products/uncover-suncover,3
skincare for sun damage,9,https://incidecoder.com/products/acure-revitabond-bonding-leave-in-conditioner,3
skincare for sun damage,10,https://incidecoder.com/products/glossier-moisturizing-moon-mask,3
skincare for sun damage,11,https://incidecoder.com/products/biore-uv-watery-essence-spf50-pa,3
skincare for sun damage,12,https://incidecoder.com/products/paulas-choice-resist-anti-aging-eye-gel,3
skincare for sun damage,13,https://incidecoder.com/products/fix-derma-cosmetics-labarotory-aha-lightening-gel,2
skincare for sun damage,14,https://incidecoder.com/products/niod-neck-elasticity-catalist,2
skincare for sun damage,15,https://incidecoder.com/products/dr-sebagh-deep-exfoliating-mask,2
skincare for sun damage,16,https://incidecoder.com/products/biologique-recherche-serum-placenta,2
skincare for sun damage,17,https://incidecoder.com/products/skinceuticals-triple-lipid-restore-2-4-2,2
skincare for sun damage,20,https://incidecoder.com/products/mediheal-collagen-firming-volume-serum,2
skincare for sun damage,21,https://incidecoder.com/products/allies-of-skin-molecular-saviour-mist,2
skincare for sun damage,22,https://incidecoder.com/products/pyunkang-yul-pyunkang-yul-acne-facial-cleanser,2
skincare for sun damage,23,https://incidecoder.com/products/stratia-c-c-serum,2
skincare for sun damage,24,https://incidecoder.com/products/the-ordinary-alpha-lipoic-acid-5,2
skincare for sun damage,25,https://incidecoder.com/products/perrricone-md-pre-empt-refreshing-shower-mask,1
skincare for sun damage,26,https://incidecoder.com/products/niod-flavanone-mud,1
skincare for sun damage,27,https://incidecoder.com/products/drunk-elephant-t-l-c-framboos-tm-glycolic-night-serum,1
skincare for sun damage,28,https://incidecoder.com/products/alpha-h-age-delay-cleansing-oil,1
skincare for sun damage,29,https://incidecoder.com/products/the-ordinary-matrixyl-10-ha,1
skincare for sun damage,30,https://incidecoder.com/products/rodan-fields-redefine-overnight-restorative-cream,1
skincare for sun damage,32,https://incidecoder.com/products/niod-sanskrit-saponins,1
skincare for sun damage,33,https://incidecoder.com/products/biologique-recherche-lotion-p50,1
skincare for sun damage,34,https://incidecoder.com/products/the-ordinary-salicylic-acid-2-solution,1
skincare for sun damage,35,https://incidecoder.com/products/deciem-hylamide-cleanser,1
sunscreen for winter season,18,https://incidecoder.com/products/piz-buin-ultra-light-dry-touch-sun-fluid-spf-30,5
sunscreen for winter season,8,https://incidecoder.com/products/uncover-suncover,5
sunscreen for winter season,87,https://incidecoder.com/products/skinceuticals-physical-fusion-uv-defense-spf50,5
sunscreen for winter season,93,https://incidecoder.com/products/dr-jetske-ultee-suncare-spf-30,5
sunscreen for winter season,60,https://incidecoder.com/products/krave-beauty-beet-the-sun,5
sunscreen for winter season,11,https://incidecoder.com/products/biore-uv-watery-essence-spf50-pa,5
sunscreen for winter season,19,https://incidecoder.com/products/drunk-elephant-a-passioni-retinol-cream,5
sunscreen for winter season,1,https://incidecoder.com/products/caudalie-vineactiv-glow-activating-anti-wrinkle-serum,5
sunscreen for winter season,2,https://incidecoder.com/products/paulas-choice-resist-perfectly-balanced-foaming-cleanser,5
sunscreen for winter season,3,https://incidecoder.com/products/paulas-choice-skin-perfecting-8-aha-gel-exfoliant,5
sunscreen for winter season,4,https://incidecoder.com/products/hada-labo-gokujyun-premium-hyaluronic-acid-lotion,4
sunscreen for winter season,5,https://incidecoder.com/products/niod-multi-molecular-hyaluronic-complex-2-mmhc2,4
sunscreen for winter season,6,https://incidecoder.com/products/the-ordinary-ascorbyl-glucoside-solution-12,4
sunscreen for winter season,7,https://incidecoder.com/products/skinceuticals-resveratrol-b-e,4
sunscreen for winter season,9,https://incidecoder.com/products/acure-revitabond-bonding-leave-in-conditioner,4
sunscreen for winter season,10,https://incidecoder.com/products/glossier-moisturizing-moon-mask,4
sunscreen for winter season,12,https://incidecoder.com/products/paulas-choice-resist-anti-aging-eye-gel,4
sunscreen for winter season,13,https://incidecoder.com/products/fix-derma-cosmetics-labarotory-aha-lightening-gel,4
sunscreen for winter season,14,https://incidecoder.com/products/niod-neck-elasticity-catalist,4
sunscreen for winter season,15,https://incidecoder.com/products/dr-sebagh-deep-exfoliating-mask,4
sunscreen for winter season,16,https://incidecoder.com/products/biologique-recherche-serum-placenta,3
sunscreen for winter season,17,https://incidecoder.com/products/skinceuticals-triple-lipid-restore-2-4-2,3
sunscreen for winter season,20,https://incidecoder.com/products/mediheal-collagen-firming-volume-serum,3
sunscreen for winter season,21,https://incidecoder.com/products/allies-of-skin-molecular-saviour-mist,3
sunscreen for winter season,22,https://incidecoder.com/products/pyunkang-yul-pyunkang-yul-acne-facial-cleanser,3
sunscreen for winter season,23,https://incidecoder.com/products/stratia-c-c-serum,3
sunscreen for winter season,24,https://incidecoder.com/products/the-ordinary-alpha-lipoic-acid-5,3
sunscreen for winter season,25,https://incidecoder.com/products/perrricone-md-pre-empt-refreshing-shower-mask,3
sunscreen for winter season,26,https://incidecoder.com/products/niod-flavanone-mud,3
sunscreen for winter season,27,https://incidecoder.com/products/drunk-elephant-t-l-c-framboos-tm-glycolic-night-serum,3
sunscreen for winter season,28,https://incidecoder.com/products/alpha-h-age-delay-cleansing-oil,2
sunscreen for winter season,29,https://incidecoder.com/products/the-ordinary-matrixyl-10-ha,2
sunscreen for winter season,30,https://incidecoder.com/products/rodan-fields-redefine-overnight-restorative-cream,2
sunscreen for winter season,31,https://incidecoder.com/products/the-ordinary-resveratrol-3-ferulic-acid-3,2
sunscreen for winter season,32,https://incidecoder.com/products/niod-sanskrit-saponins,2
sunscreen for winter season,33,https://incidecoder.com/products/biologique-recherche-lotion-p50,2
sunscreen for winter season,34,https://incidecoder.com/products/the-ordinary-salicylic-acid-2-solution,2
sunscreen for winter season,35,https://incidecoder.com/products/deciem-hylamide-cleanser,2
sunscreen for winter season,36,https://incidecoder.com/products/paulas-choice-omega-complex-eye-cream,2
sunscreen for winter season,37,https://incidecoder.com/products/neogen-white-truffle-laycure-oil-stick,2
sunscreen for winter season,38,https://incidecoder.com/products/zelens-intense-defence-antioxidant-serum,1
sunscreen for winter season,39,https://incidecoder.com/products/sk-ii-r-n-a-power-essence,1
sunscreen for winter season,40,https://incidecoder.com/products/cosmedix-refine-rx,1
sunscreen for winter season,41,https://incidecoder.com/products/dr-sebagh-deep-exfoliating-mask-sensitive-skin,1
sunscreen for winter season,42,https://incidecoder.com/products/is-clinical-warming-honey-cleanser,1
sunscreen for winter season,43,https://incidecoder.com/products/ag-care-remedy-apple-cider-leave-on-mist,1
sunscreen for winter season,44,https://incidecoder.com/products/silk-naturals-super-defense-serum,1
sunscreen for winter season,45,https://incidecoder.com/products/acne-org-aha-glycolic-acid-10,1
sunscreen for winter season,46,https://incidecoder.com/products/stratia-liquid-gold,1
sunscreen for winter season,47,https://incidecoder.com/products/clinique-super-rescue-antioxidant-night-moisturizer-for-very-dry-to-dry-skin,1
conditionar cruelty free,151,https://incidecoder.com/products/sebamed-unreine-haut-pflegegel,5
conditionar cruelty free,97,https://incidecoder.com/products/skinstitut-multi-active-oil,5
conditionar cruelty free,82,https://incidecoder.com/products/tatcha-water-cream,5
conditionar cruelty free,57,https://incidecoder.com/products/the-chemistry-brand-glow-oil,5
conditionar cruelty free,54,https://incidecoder.com/products/dr-sam-bunting-skincare-flawless-moisturiser,5
conditionar cruelty free,56,https://incidecoder.com/products/the-ordinary-euk-134-0-1,5
conditionar cruelty free,38,https://incidecoder.com/products/zelens-intense-defence-antioxidant-serum,5
conditionar cruelty free,47,https://incidecoder.com/products/clinique-super-rescue-antioxidant-night-moisturizer-for-very-dry-to-dry-skin,5
conditionar cruelty free,71,https://incidecoder.com/products/omorovicza-balancing-moisturiser,5
conditionar cruelty free,99,https://incidecoder.com/products/indie-lee-swiss-apple-facial-serum,5
conditionar cruelty free,19,https://incidecoder.com/products/drunk-elephant-a-passioni-retinol-cream,4
conditionar cruelty free,1,https://incidecoder.com/products/caudalie-vineactiv-glow-activating-anti-wrinkle-serum,4
conditionar cruelty free,2,https://incidecoder.com/products/paulas-choice-resist-perfectly-balanced-foaming-cleanser,4
conditionar cruelty free,3,https://incidecoder.com/products/paulas-choice-skin-perfecting-8-aha-gel-exfoliant,4
conditionar cruelty free,4,https://incidecoder.com/products/hada-labo-gokujyun-premium-hyaluronic-acid-lotion,4
conditionar cruelty free,5,https://incidecoder.com/products/niod-multi-molecular-hyaluronic-complex-2-mmhc2,4
conditionar cruelty free,6,https://incidecoder.com/products/the-ordinary-ascorbyl-glucoside-solution-12,4
conditionar cruelty free,7,https://incidecoder.com/products/skinceuticals-resveratrol-b-e,4
conditionar cruelty free,8,https://incidecoder.com/products/uncover-suncover,4
conditionar cruelty free,9,https://incidecoder.com/products/acure-revitabond-bonding-leave-in-conditioner,4
conditionar cruelty free,10,https://incidecoder.com/products/glossier-moisturizing-moon-mask,3
conditionar cruelty free,11,https://incidecoder.com/products/biore-uv-watery-essence-spf50-pa,3
conditionar cruelty free,12,https://incidecoder.com/products/paulas-choice-resist-anti-aging-eye-gel,3
conditionar cruelty free,13,https://incidecoder.com/products/fix-derma-cosmetics-labarotory-aha-lightening-gel,3
conditionar cruelty free,14,https://incidecoder.com/products/niod-neck-elasticity-catalist,3
conditionar cruelty free,15,https://incidecoder.com/products/dr-sebagh-deep-exfoliating-mask,3
conditionar cruelty free,16,https://incidecoder.com/products/biologique-recherche-serum-placenta,3
conditionar cruelty free,17,https://incidecoder.com/products/skinceuticals-triple-lipid-restore-2-4-2,3
conditionar cruelty free,18,https://incidecoder.com/products/piz-buin-ultra-light-dry-touch-sun-fluid-spf-30,3
conditionar cruelty free,20,https://incidecoder.com/products/mediheal-collagen-firming-volume-serum,3
conditionar cruelty free,21,https://incidecoder.com/products/allies-of-skin-molecular-saviour-mist,2
conditionar cruelty free,22,https://incidecoder.com/products/pyunkang-yul-pyunkang-yul-acne-facial-cleanser,2
conditionar cruelty free,23,https://incidecoder.com/products/stratia-c-c-serum,2
conditionar cruelty free,24,https://incidecoder.com/products/the-ordinary-alpha-lipoic-acid-5,2
conditionar cruelty free,25,https://incidecoder.com/products/perrricone-md-pre-empt-refreshing-shower-mask,2
conditionar cruelty free,26,https://incidecoder.com/products/niod-flavanone-mud,2
conditionar cruelty free,27,https://incidecoder.com/products/drunk-elephant-t-l-c-framboos-tm-glycolic-night-serum,2
conditionar cruelty free,28,https://incidecoder.com/products/alpha-h-age-delay-cleansing-oil,2
conditionar cruelty free,29,https://incidecoder.com/products/the-ordinary-matrixyl-10-ha,2
conditionar cruelty free,30,https://incidecoder.com/products/rodan-fields-redefine-overnight-restorative-cream,2
conditionar cruelty free,31,https://incidecoder.com/products/the-ordinary-resveratrol-3-ferulic-acid-3,1
conditionar cruelty free,32,https://incidecoder.com/products/niod-sanskrit-saponins,1
conditionar cruelty free,33,https://incidecoder.com/products/biologique-recherche-lotion-p50,1
conditionar cruelty free,34,https://incidecoder.com/products/the-ordinary-salicylic-acid-2-solution,1
conditionar cruelty free,35,https://incidecoder.com/products/deciem-hylamide-cleanser,1
conditionar cruelty free,36,https://incidecoder.com/products/paulas-choice-omega-complex-eye-cream,1
conditionar cruelty free,37,https://incidecoder.com/products/neogen-white-truffle-laycure-oil-stick,1
conditionar cruelty free,39,https://incidecoder.com/products/sk-ii-r-n-a-power-essence,1
conditionar cruelty free,40,https://incidecoder.com/products/cosmedix-refine-rx,1
conditionar cruelty free,41,https://incidecoder.com/products/dr-sebagh-deep-exfoliating-mask-sensitive-skin,1
